"goods_nomenclature_item_id";"regexp_replace"
"7204410000";"Other waste and scrap"
"7204410000";"Turnings, shavings, chips, milling waste, sawdust, filings, trimmings and stampings, whether or not in bundles"
"7204490000";"Other"
"7204500000";"Remelting scrap ingots"
"7205100000";"Granules"
"7205210000";"Of alloy steel"
"7205210000";"Powders"
"7205290000";"Other"
"7206100000";"Ingots"
"7206900000";"Other"
"7207110000";"Containing by weight less than 0,25|% of carbon"
"7207110000";"Of rectangular (including square) cross-section, the width measuring less than twice the thickness"
"7207120000";"Other, of rectangular (other than square) cross-section"
"7207190000";"Other"
"7207200000";"Containing by weight 0,25|% or more of carbon"
"7208100000";"In coils, not further worked than hot-rolled, with patterns in relief"
"7208110000";"In coils, not further worked than hot-rolled, of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7208110000";"Of a thickness exceeding|10|mm"
"7208120000";"Of a thickness of 4,75|mm or more but not exceeding|10|mm"
"7208130000";"Of a thickness of 3|mm or more but less than 4,75|mm"
"7208140000";"Of a thickness of less than 3|mm"
"7208210000";"Of a thickness exceeding|10|mm"
"7208210000";"Other, in coils, not further worked than hot-rolled"
"7208220000";"Of a thickness of 4,75|mm or more but not exceeding|10|mm"
"7208230000";"Of a thickness of 3|mm or more but less than 4,75|mm"
"7208240000";"Of a thickness of less than 3|mm"
"7208250000";"Of a thickness of 4,75|mm or more"
"7208250000";"Other, in coils, not further worked than hot-rolled, pickled"
"7208260000";"Of a thickness of 3|mm or more but less than 4,75|mm"
"7208270000";"Of a thickness of less than 3|mm"
"7208310000";"Not in coils, not further worked than hot-rolled, of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7208310000";"Rolled on four faces or in a closed box pass, of a width not exceeding|1|250|mm and of a thickness of not less than 4|mm, without patterns in relief"
"7208320000";"Other, of a thickness exceeding|10|mm"
"7208330000";"Other, of a thickness of 4,75|mm or more but not exceeding|10|mm"
"7208340000";"Other, of a thickness of 3|mm or more but less than 4,75|mm"
"7208350000";"Other, of a thickness of less than 3|mm"
"7208360000";"Of a thickness exceeding 10|mm"
"7208360000";"Other, in coils, not further worked than hot-rolled"
"7208370000";"Of a thickness of 4,75|mm or more but not exceeding 10|mm"
"7208380000";"Of a thickness of 3|mm or more but less than 4,75|mm"
"7208390000";"Of a thickness of less than 3|mm"
"7208400000";"Not in coils, not further worked than hot-rolled, with patterns in relief"
"7208410000";"Other, not in coils, not further worked than hot-rolled"
"7208410000";"Rolled on four faces or in a closed box pass, of a width not exceeding|1|250|mm and of a thickness of not less than 4|mm, without patterns in relief"
"7208420000";"Other, of a thickness exceeding|10|mm"
"7208430000";"Other, of a thickness of 4,75|mm or more but not exceeding|10|mm"
"7208440000";"Other, of a thickness of 3|mm or more but less than 4,75|mm"
"7208450000";"Other, of a thickness of less than 3|mm"
"7208510000";"Of a thickness exceeding 10|mm"
"7208510000";"Other, not in coils, not further worked than hot-rolled"
"7208520000";"Of a thickness of 4,75|mm or more but not exceeding 10|mm"
"7208530000";"Of a thickness of 3|mm or more but less than 4,75|mm"
"7208540000";"Of a thickness of less than 3|mm"
"7208900000";"Other"
"7209110000";"In coils, not further worked than cold-rolled (cold-reduced), of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7209110000";"Of a thickness of 3|mm or more"
"7209120000";"Of a thickness exceeding|1|mm but less than 3|mm"
"7209130000";"Of a thickness of 0,5|mm or more but not exceeding|1|mm"
"7209140000";"Of a thickness of less than 0,5|mm"
"7209150000";"In coils, not further worked than cold-rolled (cold-reduced)"
"7209150000";"Of a thickness of 3|mm or more"
"7209160000";"Of a thickness exceeding 1|mm but less than 3|mm"
"7209170000";"Of a thickness of 0,5|mm or more but not exceeding 1|mm"
"7209180000";"Of a thickness of less than 0,5|mm"
"7209210000";"Of a thickness of 3|mm or more"
"7209210000";"Other, in coils, not further worked than cold-rolled (cold reduced)"
"7209220000";"Of a thickness exceeding 1|mm but less than 3|mm"
"7209220000";"Of a thickness exceeding|1|mm but less than 3|mm"
"7209230000";"Of a thickness of 0,5|mm or more but not exceeding 1|mm"
"7209230000";"Of a thickness of 0,5|mm or more but not exceeding|1|mm"
"7209240000";"Of a thickness of less than 0,5|mm"
"7209250000";"Not in coils, not further worked than cold-rolled (cold-reduced)"
"7209250000";"Of a thickness of 3|mm or more"
"7209260000";"Of a thickness exceeding 1|mm but less than 3|mm"
"7209270000";"Of a thickness of 0,5|mm or more but not exceeding 1|mm"
"7209280000";"Of a thickness of less than 0,5|mm"
"7209310000";"Not in coils, not further worked than cold-rolled (cold-reduced), of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7209310000";"Of a thickness of 3|mm or more"
"7209320000";"Of a thickness exceeding 1|mm but less than 3|mm"
"7209330000";"Of a thickness of 0,5|mm or more but not exceeding 1|mm"
"7209330000";"Of a thickness of 0,5|mm or more but not exceeding|1|mm"
"7209340000";"Of a thickness of less than 0,5|mm"
"7209410000";"Of a thickness of 3|mm or more"
"7209410000";"Other, not in coils, not further worked than cold-rolled (cold-reduced)"
"7209420000";"Of a thickness exceeding|1|mm but less than 3|mm"
"7209430000";"Of a thickness of 0,5|mm or more but not exceeding|1|mm"
"7209440000";"Of a thickness of less than 0,5|mm"
"7209900000";"Other"
"7210110000";"Of a thickness of 0,5|mm or more"
"7210110000";"Plated or coated with tin"
"7210120000";"Of a thickness of less than 0,5|mm"
"7210200000";"Plated or coated with lead, including terne-plate"
"7210300000";"Electrolytically plated or coated with zinc"
"7210310000";"Electrolytically plated or coated with zinc"
"7210310000";"Of steel of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7210390000";"Other"
"7210410000";"Corrugated"
"7210410000";"Otherwise plated or coated with zinc"
"7210490000";"Other"
"7210500000";"Plated or coated with chromium oxides or with chromium and chromium oxides"
"7210600000";"Plated or coated with aluminium"
"7210610000";"Plated or coated with aluminium"
"7210610000";"Plated or coated with aluminium-zinc alloys"
"7210690000";"Other"
"7210700000";"Painted, varnished or coated with plastics"
"7210900000";"Other"
"7211110000";"Not further worked than hot-rolled, of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7211110000";"Rolled on four faces or in a closed box pass, of a width exceeding|150|mm and a thickness of not less than 4|mm, not in coils and without patterns in relief"
"7211120000";"Other, of a thickness of 4,75|mm or more"
"7211130000";"Not further worked than hot-rolled"
"7211130000";"Rolled on four faces or in a closed box pass, of a width exceeding 150|mm and a thickness of not less than 4|mm, not in coils and without patterns in relief"
"7211140000";"Other, of a thickness of 4,75|mm or more"
"7211190000";"Other"
"7211210000";"Other, not further worked than hot-rolled"
"7211210000";"Rolled on four faces or in a closed box pass, of a width exceeding|150|mm and a thickness of not less than 4|mm, not in coils and without patterns in relief"
"7211220000";"Other, of a thickness of 4,75|mm or more"
"7211230000";"Containing by weight less than 0,25|% of carbon"
"7211230000";"Not further worked than cold-rolled (cold-reduced)"
"7211290000";"Other"
"7211300000";"Not further worked than cold-rolled (cold-reduced), of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7211410000";"Containing by weight less than 0,25|% of carbon"
"7211410000";"Other, not further worked than cold-rolled (cold-reduced)"
"7211490000";"Other"
"7211900000";"Other"
"7212100000";"Plated or coated with tin"
"7212200000";"Electrolytically plated or coated with zinc"
"7212210000";"Electrolytically plated or coated with zinc"
"7212210000";"Of steel of a thickness of less than 3|mm and having a minimum yield point of 275|MPa or of a thickness of 3|mm or more and having a minimum yield point of 355|MPa"
"7212290000";"Other"
"7212300000";"Otherwise plated or coated with zinc"
"7212400000";"Painted, varnished or coated with plastics"
"7212500000";"Otherwise plated or coated"
"7212600000";"Clad"
"7213100000";"Containing indentations, ribs, grooves or other deformations produced during the rolling process"
"7213200000";"Of free-cutting steel"
"7213200000";"Other, of free-cutting steel"
"7213310000";"Of circular cross-section measuring less than 14|mm in diameter"
"7213310000";"Other, containing by weight less than 0,25|% of carbon"
"7213390000";"Other"
"7213410000";"Of circular cross-section measuring less than 14|mm in diameter"
"7213410000";"Other, containing by weight 0,25|% or more but less than 0,6|% of carbon"
"7213490000";"Other"
"7213500000";"Other, containing by weight 0,6|% or more of carbon"
"7213910000";"Of circular cross-section measuring less than 14|mm in diameter"
"7213910000";"Other"
"7213990000";"Other"
"7214100000";"Forged"
"7214200000";"Containing indentations, ribs, grooves or other deformations produced during the rolling process or twisted after rolling"
"7214300000";"Of free-cutting steel"
"7214300000";"Other, of free-cutting steel"
"7214400000";"Other, containing by weight less than 0,25|% of carbon"
"7214500000";"Other, containing by weight 0,25|% or more but less than 0,6|% of carbon"
"7214600000";"Other, containing by weight 0,6|% or more of carbon"
"7214910000";"Of rectangular (other than square) cross-section"
"7214910000";"Other"
"7214990000";"Other"
"7215100000";"Of free-cutting steel, not further worked than cold-formed or cold-finished"
"7215200000";"Other, not further worked than cold-formed or cold-finished, containing by weight less than 0,25|% of carbon"
"7215300000";"Other, not further worked than cold-formed or cold-finished, containing by weight 0,25|% or more but less than 0,6|% of carbon"
"7215400000";"Other, not further worked than cold-formed or cold-finished, containing by weight 0,6|% or more of carbon"
"7215500000";"Other, not further worked than cold-formed or cold-finished"
"7215900000";"Other"
"7216100000";"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80|mm"
"7216100000";"U, I or H|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80|mm"
"7216210000";"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80|mm"
"7216210000";"L or T|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of less than 80|mm"
"7216210000";"L sections"
"7216210000";"L|sections"
"7216220000";"T sections"
"7216220000";"T|sections"
"7216310000";"U sections"
"7216310000";"U, I or H sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more"
"7216310000";"U, I or H|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more"
"7216310000";"U|sections"
"7216320000";"I sections"
"7216320000";"I|sections"
"7216330000";"H sections"
"7216330000";"H|sections"
"7216400000";"L or T sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more"
"7216400000";"L or T|sections, not further worked than hot-rolled, hot-drawn or extruded, of a height of 80|mm or more"
"7216500000";"Other angles, shapes and sections, not further worked than hot-rolled, hot-drawn or extruded"
"7216600000";"Angles, shapes and sections, not further worked than cold-formed or cold-finished"
"7216600000";"Angles, shapes and sections, not further worked than cold-formed or cold finished"
"7216610000";"Angles, shapes and sections, not further worked than cold-formed or cold-finished"
"7216610000";"Obtained from flat-rolled products"
"7216690000";"Other"
"7216900000";"Other"
"7216910000";"Cold-formed or cold-finished from flat-rolled products"
"7216910000";"Other"
"7216990000";"Other"
"7217100000";"Not plated or coated, whether or not polished"
"7217110000";"Containing by weight less than 0,25|% of carbon"
"7217110000";"Not plated or coated, whether or not polished"
"7217120000";"Plated or coated with zinc"
"7217130000";"Plated or coated with other base metals"
"7217190000";"Other"
"7217200000";"Plated or coated with zinc"
"7217210000";"Containing by weight 0,25|% or more but less than 0,6|% of carbon"
"7217210000";"Not plated or coated, whether or not polished"
"7217220000";"Plated or coated with zinc"
"7217230000";"Plated or coated with other base metals"
"7217290000";"Other"
"7217300000";"Plated or coated with other base metals"
"7217310000";"Containing by weight 0,6|% or more of carbon"
"7217310000";"Not plated or coated, whether or not polished"
"7217320000";"Plated or coated with zinc"
"7217330000";"Plated or coated with other base metals"
"7217390000";"Other"
"7217900000";"Other"
"7218100000";"Ingots and other primary forms"
"7218900000";"Other"
"7218910000";"Of rectangular (other than square) cross-section"
"7218910000";"Other"
"7218990000";"Other"
