"goods_nomenclature_sid","goods_nomenclature_item_id","producline_suffix","validity_start_date","validity_end_date","description","number_indents","goods_nomenclature_description_period_sid","desc_validity_start_date","desc_validity_end_date","nice_description","hs_chapter","hs_section","node","leaf","significant_digits"
100772,"0306954000","80","2017-01-01 00:00:00",NULL,"Shrimps of the genus Crangon, other than of the species Crangon crangon",4,147583,"2019-01-01 00:00:00",NULL," - - - - Shrimps of the genus Crangon, other than of the species Crangon crangon","03",1,"03069540","0",8
103638,"0306954010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg",5,143547,"2017-09-21 00:00:00",NULL," - - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg","03",1,"0306954010","1",10
103183,"0306954090","80","2017-04-01 00:00:00",NULL,"Other",5,143063,"2017-04-01 00:00:00",NULL," - - - - - Other","03",1,"0306954090","1",10
100773,"0306959000","80","2017-01-01 00:00:00",NULL,"Other",4,138146,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"03069590","0",8
103637,"0306959010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg",5,143546,"2017-09-21 00:00:00",NULL," - - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared, in immediate packings of a net content exceeding 2|kg","03",1,"0306959010","1",10
103185,"0306959090","80","2017-04-01 00:00:00",NULL,"Other",5,143065,"2017-04-01 00:00:00",NULL," - - - - - Other","03",1,"0306959090","1",10
100778,"0306990000","80","2017-01-01 00:00:00",NULL,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",2,147584,"2019-01-01 00:00:00",NULL," - - Other, including flours, meals and pellets of crustaceans, fit for human consumption","03",1,"030699","0",6
100779,"0306991000","80","2017-01-01 00:00:00",NULL,"Freshwater crayfish",3,138152,"2017-01-01 00:00:00",NULL," - - - Freshwater crayfish","03",1,"03069910","1",8
100780,"0306999000","80","2017-01-01 00:00:00",NULL,"Other",3,138153,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03069990","0",8
100781,"0306999020","80","2017-01-01 00:00:00",NULL,"Peurullus|spp.",4,138154,"2017-01-01 00:00:00",NULL," - - - - Peurullus|spp.","03",1,"0306999020","1",10
100782,"0306999090","80","2017-01-01 00:00:00",NULL,"Other",4,138155,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0306999090","1",10
29331,"0307000000","80","1972-01-01 00:00:00",NULL,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption",0,147585,"2019-01-01 00:00:00",NULL," Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, whether or not cooked before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption","03",1,"0307","0",4
95304,"0307110000","10","2012-01-01 00:00:00",NULL,"Oysters",1,122673,"2014-01-01 00:00:00",NULL," - Oysters","03",1,"030711","0",6
95305,"0307110000","80","2012-01-01 00:00:00",NULL,"Live, fresh or chilled",2,122674,"2014-01-01 00:00:00",NULL," - - Live, fresh or chilled","03",1,"030711","0",6
95306,"0307111000","80","2012-01-01 00:00:00",NULL,"Flat oysters (of the genus Ostrea), live and weighing (shell included) not more than 40|g each",3,143977,"2018-01-01 00:00:00",NULL," - - - Flat oysters (of the genus Ostrea), live and weighing (shell included) not more than 40|g each","03",1,"03071110","0",8
97917,"0307111010","80","2013-08-06 00:00:00",NULL,"Intended for human consumption",4,120471,"2013-08-06 00:00:00",NULL," - - - - Intended for human consumption","03",1,"0307111010","1",10
97920,"0307111090","80","2013-08-06 00:00:00",NULL,"Other",4,120474,"2013-08-06 00:00:00",NULL," - - - - Other","03",1,"0307111090","1",10
95307,"0307119000","80","2012-01-01 00:00:00",NULL,"Other",3,122676,"2014-01-01 00:00:00",NULL," - - - Other","03",1,"03071190","0",8
97918,"0307119010","80","2013-08-06 00:00:00",NULL,"Intended for human consumption",4,120472,"2013-08-06 00:00:00",NULL," - - - - Intended for human consumption","03",1,"0307119010","1",10
97919,"0307119090","80","2013-08-06 00:00:00",NULL,"Other",4,120473,"2013-08-06 00:00:00",NULL," - - - - Other","03",1,"0307119090","1",10
100786,"0307120000","80","2017-01-01 00:00:00",NULL,"Frozen",2,138159,"2017-01-01 00:00:00",NULL," - - Frozen","03",1,"030712","1",6
95308,"0307190000","80","2012-01-01 00:00:00",NULL,"Other",2,140358,"2017-01-01 00:00:00",NULL," - - Other","03",1,"030719","0",6
103584,"0307190010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",3,143493,"2017-09-21 00:00:00",NULL," - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0307190010","1",10
103583,"0307190090","80","2017-09-21 00:00:00",NULL,"Other",3,143492,"2017-09-21 00:00:00",NULL," - - - Other","03",1,"0307190090","1",10
29335,"0307210000","10","1972-01-01 00:00:00",NULL,"Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten",1,140359,"2017-01-01 00:00:00",NULL," - Scallops, including queen scallops, of the genera Pecten, Chlamys or Placopecten","03",1,"030721","0",6
29336,"0307210000","80","1972-01-01 00:00:00",NULL,"Live, fresh or chilled",2,140360,"2017-01-01 00:00:00",NULL," - - Live, fresh or chilled","03",1,"030721","0",6
97930,"0307210011","10","2013-08-06 00:00:00",NULL,"Coquilles St Jacques (Pecten maximus)",3,120484,"2013-08-06 00:00:00",NULL," - - - Coquilles St Jacques (Pecten maximus)","03",1,"0307210011","0",10
97931,"0307210011","80","2013-08-06 00:00:00",NULL,"Intended for human consumption",4,120485,"2013-08-06 00:00:00",NULL," - - - - Intended for human consumption","03",1,"0307210011","1",10
97933,"0307210019","80","2013-08-06 00:00:00",NULL,"Other",4,120487,"2013-08-06 00:00:00",NULL," - - - - Other","03",1,"0307210019","1",10
97935,"0307210091","10","2013-08-06 00:00:00",NULL,"Other",3,120489,"2013-08-06 00:00:00",NULL," - - - Other","03",1,"0307210091","0",10
97932,"0307210091","80","2013-08-06 00:00:00",NULL,"Intended for human consumption",4,120486,"2013-08-06 00:00:00",NULL," - - - - Intended for human consumption","03",1,"0307210091","1",10
97934,"0307210099","80","2013-08-06 00:00:00",NULL,"Other",4,120488,"2013-08-06 00:00:00",NULL," - - - - Other","03",1,"0307210099","1",10
100787,"0307220000","80","2017-01-01 00:00:00",NULL,"Frozen",2,138160,"2017-01-01 00:00:00",NULL," - - Frozen","03",1,"030722","0",6
100788,"0307221000","80","2017-01-01 00:00:00",NULL,"Coquilles St Jacques (Pecten maximus)",3,147586,"2019-01-01 00:00:00",NULL," - - - Coquilles St Jacques (Pecten maximus)","03",1,"03072210","1",8
100789,"0307229000","80","2017-01-01 00:00:00",NULL,"Other",3,138162,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03072290","1",8
29339,"0307290000","80","1972-01-01 00:00:00",NULL,"Other",2,140361,"2017-01-01 00:00:00",NULL," - - Other","03",1,"030729","0",6
103582,"0307290010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",3,143491,"2017-09-21 00:00:00",NULL," - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0307290010","1",10
103581,"0307290090","80","2017-09-21 00:00:00",NULL,"Other",3,143490,"2017-09-21 00:00:00",NULL," - - - Other","03",1,"0307290090","1",10
29342,"0307310000","10","1972-01-01 00:00:00",NULL,"Mussels (Mytilus spp., Perna spp.)",1,140362,"2017-01-01 00:00:00",NULL," - Mussels (Mytilus spp., Perna spp.)","03",1,"030731","0",6
29343,"0307310000","80","1972-01-01 00:00:00",NULL,"Live, fresh or chilled",2,122688,"2014-01-01 00:00:00",NULL," - - Live, fresh or chilled","03",1,"030731","0",6
29344,"0307311000","80","1972-01-01 00:00:00",NULL,"Mytilus spp.",3,147587,"2019-01-01 00:00:00",NULL," - - - Mytilus spp.","03",1,"03073110","0",8
97921,"0307311010","80","2013-08-06 00:00:00",NULL,"Intended for human consumption",4,120475,"2013-08-06 00:00:00",NULL," - - - - Intended for human consumption","03",1,"0307311010","1",10
97923,"0307311090","80","2013-08-06 00:00:00",NULL,"Other",4,120477,"2013-08-06 00:00:00",NULL," - - - - Other","03",1,"0307311090","1",10
29345,"0307319000","80","1972-01-01 00:00:00",NULL,"Perna spp.",3,147588,"2019-01-01 00:00:00",NULL," - - - Perna spp.","03",1,"03073190","0",8
97922,"0307319010","80","2013-08-06 00:00:00",NULL,"Intended for human consumption",4,120476,"2013-08-06 00:00:00",NULL," - - - - Intended for human consumption","03",1,"0307319010","1",10
97924,"0307319090","80","2013-08-06 00:00:00",NULL,"Other",4,120478,"2013-08-06 00:00:00",NULL," - - - - Other","03",1,"0307319090","1",10
100792,"0307320000","80","2017-01-01 00:00:00",NULL,"Frozen",2,138165,"2017-01-01 00:00:00",NULL," - - Frozen","03",1,"030732","0",6
100793,"0307321000","80","2017-01-01 00:00:00",NULL,"Mytilus spp.",3,147589,"2019-01-01 00:00:00",NULL," - - - Mytilus spp.","03",1,"03073210","1",8
100794,"0307329000","80","2017-01-01 00:00:00",NULL,"Perna spp.",3,147590,"2019-01-01 00:00:00",NULL," - - - Perna spp.","03",1,"03073290","1",8
29346,"0307390000","80","1972-01-01 00:00:00",NULL,"Other",2,122691,"2014-01-01 00:00:00",NULL," - - Other","03",1,"030739","0",6
100790,"0307392000","80","2017-01-01 00:00:00",NULL,"Mytilus spp.",3,147591,"2019-01-01 00:00:00",NULL," - - - Mytilus spp.","03",1,"03073920","0",8
103579,"0307392010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",4,143488,"2017-09-21 00:00:00",NULL," - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0307392010","1",10
103577,"0307392090","80","2017-09-21 00:00:00",NULL,"Other",4,143486,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0307392090","1",10
100791,"0307398000","80","2017-01-01 00:00:00",NULL,"Perna spp.",3,147592,"2019-01-01 00:00:00",NULL," - - - Perna spp.","03",1,"03073980","0",8
103580,"0307398010","80","2017-09-21 00:00:00",NULL,"Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared",4,143489,"2017-09-21 00:00:00",NULL," - - - - Smoked, whether in shell or not, whether or not cooked before or during the smoking process, not otherwise prepared","03",1,"0307398010","1",10
103578,"0307398090","80","2017-09-21 00:00:00",NULL,"Other",4,143487,"2017-09-21 00:00:00",NULL," - - - - Other","03",1,"0307398090","1",10
100798,"0307420000","10","2017-01-01 00:00:00",NULL,"Cuttle fish and squid",1,138171,"2017-01-01 00:00:00",NULL," - Cuttle fish and squid","03",1,"030742","0",6
100799,"0307420000","80","2017-01-01 00:00:00",NULL,"Live, fresh or chilled",2,138172,"2017-01-01 00:00:00",NULL," - - Live, fresh or chilled","03",1,"030742","0",6
100800,"0307421000","80","2017-01-01 00:00:00",NULL,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.)",3,147593,"2019-01-01 00:00:00",NULL," - - - Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.)","03",1,"03074210","1",8
100801,"0307422000","80","2017-01-01 00:00:00",NULL,"Loligo spp.",3,138174,"2017-01-01 00:00:00",NULL," - - - Loligo spp.","03",1,"03074220","1",8
100802,"0307423000","80","2017-01-01 00:00:00",NULL,"Squid (Ommastrephes spp., Nototodarus spp., Sepioteuthis spp.)",3,147594,"2019-01-01 00:00:00",NULL," - - - Squid (Ommastrephes spp., Nototodarus spp., Sepioteuthis spp.)","03",1,"03074230","1",8
100803,"0307424000","80","2017-01-01 00:00:00",NULL,"European flying squid (Todarodes sagittatus)",3,147595,"2019-01-01 00:00:00",NULL," - - - European flying squid (Todarodes sagittatus)","03",1,"03074240","1",8
100804,"0307429000","80","2017-01-01 00:00:00",NULL,"Other",3,138177,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03074290","1",8
100806,"0307430000","80","2017-01-01 00:00:00",NULL,"Frozen",2,138179,"2017-01-01 00:00:00",NULL," - - Frozen","03",1,"030743","0",6
100807,"0307432100","10","2017-01-01 00:00:00",NULL,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.)",3,147596,"2019-01-01 00:00:00",NULL," - - - Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.)","03",1,"03074321","0",8
100809,"0307432100","20","2017-01-01 00:00:00",NULL,"Sepiola spp.",4,147597,"2019-01-01 00:00:00",NULL," - - - - Sepiola spp.","03",1,"03074321","0",8
100810,"0307432100","80","2017-01-01 00:00:00",NULL,"Lesser cuttle fish (Sepiola rondeleti)",5,147598,"2019-01-01 00:00:00",NULL," - - - - - Lesser cuttle fish (Sepiola rondeleti)","03",1,"03074321","1",8
100811,"0307432500","80","2017-01-01 00:00:00",NULL,"Other",5,138184,"2017-01-01 00:00:00",NULL," - - - - - Other","03",1,"03074325","1",8
100812,"0307432900","80","2017-01-01 00:00:00",NULL,"Sepia officinalis, Rossia macrosoma",4,147599,"2019-01-01 00:00:00",NULL," - - - - Sepia officinalis, Rossia macrosoma","03",1,"03074329","1",8
100813,"0307433100","10","2017-01-01 00:00:00",NULL,"Loligo spp.",3,138186,"2017-01-01 00:00:00",NULL," - - - Loligo spp.","03",1,"03074331","0",8
100814,"0307433100","80","2017-01-01 00:00:00",NULL,"Loligo vulgaris",4,138187,"2017-01-01 00:00:00",NULL," - - - - Loligo vulgaris","03",1,"03074331","1",8
100815,"0307433300","80","2017-01-01 00:00:00",NULL,"Loligo pealei",4,138188,"2017-01-01 00:00:00",NULL," - - - - Loligo pealei","03",1,"03074333","1",8
100822,"0307433500","80","2017-01-01 00:00:00",NULL,"Loligo gahi",4,147600,"2019-01-01 00:00:00",NULL," - - - - Loligo gahi","03",1,"03074335","1",8
100824,"0307433800","80","2017-01-01 00:00:00",NULL,"Other",4,138197,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"03074338","1",8
100825,"0307439100","80","2017-01-01 00:00:00",NULL,"Ommastrephes spp., other than Ommastrephes sagittatus, Nototodarus spp., Sepioteuthis spp.",3,147601,"2019-01-01 00:00:00",NULL," - - - Ommastrephes spp., other than Ommastrephes sagittatus, Nototodarus spp., Sepioteuthis spp.","03",1,"03074391","0",8
100843,"0307439110","80","2017-01-01 00:00:00",NULL,"Pod (body of cephalopod or the squid headless and without tentacles), with skin and fins, for processing",4,138216,"2017-01-01 00:00:00",NULL," - - - - Pod (body of cephalopod or the squid headless and without tentacles), with skin and fins, for processing","03",1,"0307439110","1",10
100844,"0307439120","80","2017-01-01 00:00:00",NULL,"Whole or tentacles and fins, for processing",4,138217,"2017-01-01 00:00:00",NULL," - - - - Whole or tentacles and fins, for processing","03",1,"0307439120","1",10
100845,"0307439190","80","2017-01-01 00:00:00",NULL,"Other",4,138218,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0307439190","1",10
100826,"0307439200","80","2017-01-01 00:00:00",NULL,"Illex spp.",3,143985,"2018-01-01 00:00:00",NULL," - - - Illex spp.","03",1,"03074392","0",8
100827,"0307439210","80","2017-01-01 00:00:00",NULL,"Pod (body of cephalopod or the squid headless and without tentacles), with skin and fins, for processing",4,138200,"2017-01-01 00:00:00",NULL," - - - - Pod (body of cephalopod or the squid headless and without tentacles), with skin and fins, for processing","03",1,"0307439210","1",10
100828,"0307439220","80","2017-01-01 00:00:00",NULL,"Whole or tentacles and fins, for processing",4,138201,"2017-01-01 00:00:00",NULL," - - - - Whole or tentacles and fins, for processing","03",1,"0307439220","1",10
100829,"0307439290","80","2017-01-01 00:00:00",NULL,"Other",4,138202,"2017-01-01 00:00:00",NULL," - - - - Other","03",1,"0307439290","1",10
100832,"0307439500","80","2017-01-01 00:00:00",NULL,"European flying squid (Todarodes sagittatus) (Ommastrephes sagittatus)",3,147602,"2019-01-01 00:00:00",NULL," - - - European flying squid (Todarodes sagittatus) (Ommastrephes sagittatus)","03",1,"03074395","1",8
100835,"0307439900","80","2017-01-01 00:00:00",NULL,"Other",3,138208,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03074399","0",8
100838,"0307439921","10","2017-01-01 00:00:00",NULL,"Todarodes pacificus",4,138211,"2017-01-01 00:00:00",NULL," - - - - Todarodes pacificus","03",1,"0307439921","0",10
100839,"0307439921","80","2017-01-01 00:00:00",NULL,"Pod (body of cephalopod or the squid headless and without tentacles), with skin and fins, for processing",5,138212,"2017-01-01 00:00:00",NULL," - - - - - Pod (body of cephalopod or the squid headless and without tentacles), with skin and fins, for processing","03",1,"0307439921","1",10
100840,"0307439929","80","2017-01-01 00:00:00",NULL,"Whole or tentacles and fins, for processing",5,138213,"2017-01-01 00:00:00",NULL," - - - - - Whole or tentacles and fins, for processing","03",1,"0307439929","1",10
